version,msa_cbsa_name,carrier_plan_name,billing_class,setting_type,total_weighted_rate,pct_codebasket_spend_in_postprocess,pct_greenyellow_spend_total,n_npi_greenyellow,n_billingcodes_greenyellow,n_rates_greenyellow,anchor_total_weighted_rate,anchor_carrier_plan_name,pct_diff_from_anchor,outlier_check
v5,"Naples-Marco Island, FL MSA",UHC POS,professional,outpatient,2567289,65.9,54.15,1394,1007,143417,2574110,Cigna OAP,-0.003,0
v5,"Nashville-Davidson-Murfreesboro-Franklin, TN MSA",Aetna Choice POS,TOTAL,TOTAL,6257217,93.82,68.51,12870,2413,684744,6007812,Cigna OAP,0.042,0
v5,"Nashville-Davidson-Murfreesboro-Franklin, TN MSA",Aetna Choice POS,institutional,inpatient,1515747,98.51,82.82,18,533,6105,1305389,Cigna OAP,0.161,1
v5,"Nashville-Davidson-Murfreesboro-Franklin, TN MSA",Aetna Choice POS,institutional,outpatient,2034594,91.43,41.59,35,568,4411,1903968,BCBS PPO,0.069,0
v5,"Nashville-Davidson-Murfreesboro-Franklin, TN MSA",Aetna Choice POS,professional,outpatient,2706876,92.9,80.73,12837,1653,674228,2706876,Aetna Choice POS,0,0
v5,"Nashville-Davidson-Murfreesboro-Franklin, TN MSA",Aetna Open Choice PPO,TOTAL,TOTAL,6266191,89.04,66.19,12138,2300,492422,6007812,Cigna OAP,0.043,0
v5,"Nashville-Davidson-Murfreesboro-Franklin, TN MSA",Aetna Open Choice PPO,institutional,inpatient,1540884,98.5,83.05,17,531,5444,1305389,Cigna OAP,0.18,1
v5,"Nashville-Davidson-Murfreesboro-Franklin, TN MSA",Aetna Open Choice PPO,institutional,outpatient,2046667,80.72,38.24,31,469,3164,1903968,BCBS PPO,0.075,0
v5,"Nashville-Davidson-Murfreesboro-Franklin, TN MSA",Aetna Open Choice PPO,professional,outpatient,2678640,89.77,77.84,12106,1542,483814,2706876,Aetna Choice POS,-0.01,0
v5,"Nashville-Davidson-Murfreesboro-Franklin, TN MSA",BCBS PPO,TOTAL,TOTAL,6102402,0.0,69.82,12369,2466,1719347,6007812,Cigna OAP,0.016,0
v5,"Nashville-Davidson-Murfreesboro-Franklin, TN MSA",BCBS PPO,institutional,inpatient,1395371,0.0,78,25,546,15928,1305389,Cigna OAP,0.069,0
v5,"Nashville-Davidson-Murfreesboro-Franklin, TN MSA",BCBS PPO,institutional,outpatient,1903968,0.0,48.99,68,779,21210,1903968,BCBS PPO,0,0
v5,"Nashville-Davidson-Murfreesboro-Franklin, TN MSA",BCBS PPO,professional,outpatient,2803063,0.0,79.89,12325,1530,1682209,2706876,Aetna Choice POS,0.036,0
v5,"Nashville-Davidson-Murfreesboro-Franklin, TN MSA",Cigna OAP,TOTAL,TOTAL,6007812,20.55,15.44,2165,704,21279,6007812,Cigna OAP,0,0
v5,"Nashville-Davidson-Murfreesboro-Franklin, TN MSA",Cigna OAP,institutional,inpatient,1305389,38.37,33.99,6,283,965,1305389,Cigna OAP,0,0
v5,"Nashville-Davidson-Murfreesboro-Franklin, TN MSA",Cigna OAP,institutional,outpatient,1985301,16.43,10.55,91,172,666,1903968,BCBS PPO,0.043,0
v5,"Nashville-Davidson-Murfreesboro-Franklin, TN MSA",Cigna OAP,professional,outpatient,2717123,14.65,10.09,2074,263,19648,2706876,Aetna Choice POS,0.004,0
v5,"Nashville-Davidson-Murfreesboro-Franklin, TN MSA",Cigna PPO,TOTAL,TOTAL,5746669,86.49,67.02,10934,2327,656866,6007812,Cigna OAP,-0.043,0
v5,"Nashville-Davidson-Murfreesboro-Franklin, TN MSA",Cigna PPO,institutional,inpatient,1118050,98.5,82.96,18,548,5417,1305389,Cigna OAP,-0.144,1
v5,"Nashville-Davidson-Murfreesboro-Franklin, TN MSA",Cigna PPO,institutional,outpatient,1949037,81.1,46.07,202,741,6907,1903968,BCBS PPO,0.024,0
v5,"Nashville-Davidson-Murfreesboro-Franklin, TN MSA",Cigna PPO,professional,outpatient,2679582,85.19,75.6,10729,1421,644542,2706876,Aetna Choice POS,-0.01,0
v5,"Nashville-Davidson-Murfreesboro-Franklin, TN MSA",UHC POS,TOTAL,TOTAL,5901948,77.72,63.15,9893,2231,605637,6007812,Cigna OAP,-0.018,0
v5,"Nashville-Davidson-Murfreesboro-Franklin, TN MSA",UHC POS,institutional,inpatient,1220507,97.55,85.77,36,562,7808,1305389,Cigna OAP,-0.065,0
v5,"Nashville-Davidson-Murfreesboro-Franklin, TN MSA",UHC POS,institutional,outpatient,1990799,75.8,50.88,80,833,17622,1903968,BCBS PPO,0.046,0
v5,"Nashville-Davidson-Murfreesboro-Franklin, TN MSA",UHC POS,professional,outpatient,2690642,69.78,61.98,9812,1079,580207,2706876,Aetna Choice POS,-0.006,0
v5,"New Haven-Milford, CT MSA",Aetna Choice POS,TOTAL,TOTAL,6664814,93.43,73.31,7044,2625,404556,6586033,BCBS PPO,0.012,0
v5,"New Haven-Milford, CT MSA",Aetna Choice POS,institutional,inpatient,1896142,97.05,76.49,14,577,2912,1693723,BCBS PPO,0.12,1
v5,"New Haven-Milford, CT MSA",Aetna Choice POS,institutional,outpatient,1997899,85.7,60.4,22,1022,4662,1926877,Cigna OAP,0.037,0
v5,"New Haven-Milford, CT MSA",Aetna Choice POS,professional,outpatient,2770773,96.42,80.45,7028,1536,396982,2770773,Aetna Choice POS,0,0
v5,"New Haven-Milford, CT MSA",Aetna Open Choice PPO,TOTAL,TOTAL,6427921,60.62,47.67,6855,1850,383748,6586033,BCBS PPO,-0.024,0
v5,"New Haven-Milford, CT MSA",Aetna Open Choice PPO,institutional,inpatient,1723567,23.32,22.55,6,71,132,1693723,BCBS PPO,0.018,0
v5,"New Haven-Milford, CT MSA",Aetna Open Choice PPO,institutional,outpatient,1955243,45.37,24.58,15,489,1035,1926877,Cigna OAP,0.015,0
v5,"New Haven-Milford, CT MSA",Aetna Open Choice PPO,professional,outpatient,2749111,95.81,79.86,6845,1514,382581,2770773,Aetna Choice POS,-0.008,0
v5,"New Haven-Milford, CT MSA",BCBS PPO,TOTAL,TOTAL,6586033,0.0,75.35,8886,2383,1101838,6586033,BCBS PPO,0,0
v5,"New Haven-Milford, CT MSA",BCBS PPO,institutional,inpatient,1693723,0.0,90.66,14,595,10148,1693723,BCBS PPO,0,0
v5,"New Haven-Milford, CT MSA",BCBS PPO,institutional,outpatient,1999709,0.0,64.1,37,1042,7415,1926877,Cigna OAP,0.038,0
v5,"New Haven-Milford, CT MSA",BCBS PPO,professional,outpatient,2892601,0.0,74.17,8860,1225,1084275,2770773,Aetna Choice POS,0.044,0
v5,"New Haven-Milford, CT MSA",Cigna OAP,TOTAL,TOTAL,6609120,86.45,73.39,6504,2404,482060,6586033,BCBS PPO,0.004,0
v5,"New Haven-Milford, CT MSA",Cigna OAP,institutional,inpatient,1870565,96.68,93.48,10,586,3779,1693723,BCBS PPO,0.104,1
v5,"New Haven-Milford, CT MSA",Cigna OAP,institutional,outpatient,1926877,86.5,61.01,77,1091,7696,1926877,Cigna OAP,0,0
v5,"New Haven-Milford, CT MSA",Cigna OAP,professional,outpatient,2811678,79.34,68.5,6425,1142,470585,2770773,Aetna Choice POS,0.015,0
v5,"New Haven-Milford, CT MSA",Cigna PPO,TOTAL,TOTAL,6619016,86.58,73.45,6637,2421,483934,6586033,BCBS PPO,0.005,0
v5,"New Haven-Milford, CT MSA",Cigna PPO,institutional,inpatient,1870565,96.68,93.48,10,586,3779,1693723,BCBS PPO,0.104,1
v5,"New Haven-Milford, CT MSA",Cigna PPO,institutional,outpatient,1932343,86.42,60.8,77,1104,7862,1926877,Cigna OAP,0.003,0
v5,"New Haven-Milford, CT MSA",Cigna PPO,professional,outpatient,2816108,79.72,68.83,6558,1156,472293,2770773,Aetna Choice POS,0.016,0
v5,"New Haven-Milford, CT MSA",UHC POS,TOTAL,TOTAL,6790597,77.38,61.78,5193,2134,439996,6586033,BCBS PPO,0.031,0
v5,"New Haven-Milford, CT MSA",UHC POS,institutional,inpatient,1886837,98.3,78.59,15,589,3376,1693723,BCBS PPO,0.114,1
v5,"New Haven-Milford, CT MSA",UHC POS,institutional,outpatient,1945522,72.38,56.63,28,924,4841,1926877,Cigna OAP,0.01,0
v5,"New Haven-Milford, CT MSA",UHC POS,professional,outpatient,2958238,66.8,54.46,5167,911,431779,2770773,Aetna Choice POS,0.068,0
v5,"New Orleans-Metairie-Kenner, LA MSA",Aetna Choice POS,TOTAL,TOTAL,5394502,92.31,74.18,8336,2590,515295,5221198,BCBS PPO,0.033,0
v5,"New Orleans-Metairie-Kenner, LA MSA",Aetna Choice POS,institutional,inpatient,994475,99.2,89.41,17,553,6206,981652,Cigna OAP,0.013,0
v5,"New Orleans-Metairie-Kenner, LA MSA",Aetna Choice POS,institutional,outpatient,1851085,83.92,53.36,35,931,8250,1851085,Aetna Choice POS,0,0
v5,"New Orleans-Metairie-Kenner, LA MSA",Aetna Choice POS,professional,outpatient,2548942,95.6,83.36,8299,1620,500839,2261209,BCBS PPO,0.127,1
v5,"New Orleans-Metairie-Kenner, LA MSA",Aetna Open Choice PPO,TOTAL,TOTAL,5396497,92.27,74.13,8308,2589,512022,5221198,BCBS PPO,0.034,0
v5,"New Orleans-Metairie-Kenner, LA MSA",Aetna Open Choice PPO,institutional,inpatient,994475,99.2,89.41,17,553,6206,981652,Cigna OAP,0.013,0
v5,"New Orleans-Metairie-Kenner, LA MSA",Aetna Open Choice PPO,institutional,outpatient,1852142,83.93,53.34,35,930,8196,1851085,Aetna Choice POS,0.001,0
v5,"New Orleans-Metairie-Kenner, LA MSA",Aetna Open Choice PPO,professional,outpatient,2549880,95.52,83.28,8271,1619,497620,2261209,BCBS PPO,0.128,1
v5,"New Orleans-Metairie-Kenner, LA MSA",BCBS PPO,TOTAL,TOTAL,5221198,0.0,32.67,7671,1514,1252883,5221198,BCBS PPO,0,0
v5,"New Orleans-Metairie-Kenner, LA MSA",BCBS PPO,institutional,inpatient,1080771,0.0,0,0,0,0,981652,Cigna OAP,0.101,1
v5,"New Orleans-Metairie-Kenner, LA MSA",BCBS PPO,institutional,outpatient,1879218,0.0,0,0,0,0,1851085,Aetna Choice POS,0.015,0
v5,"New Orleans-Metairie-Kenner, LA MSA",BCBS PPO,professional,outpatient,2261209,0.0,75.43,7671,1514,1252883,2261209,BCBS PPO,0,0
v5,"New Orleans-Metairie-Kenner, LA MSA",Cigna OAP,TOTAL,TOTAL,5405268,74.45,59.59,5683,2011,446795,5221198,BCBS PPO,0.035,0
v5,"New Orleans-Metairie-Kenner, LA MSA",Cigna OAP,institutional,inpatient,981652,68.03,58.42,11,326,1997,981652,Cigna OAP,0,0
v5,"New Orleans-Metairie-Kenner, LA MSA",Cigna OAP,institutional,outpatient,1912232,75.79,48.06,71,746,4684,1851085,Aetna Choice POS,0.033,0
v5,"New Orleans-Metairie-Kenner, LA MSA",Cigna OAP,professional,outpatient,2511385,76.04,68.82,5609,1300,440114,2261209,BCBS PPO,0.111,1
v5,"New Orleans-Metairie-Kenner, LA MSA",Cigna PPO,TOTAL,TOTAL,5410789,76.8,61.82,5782,2173,452238,5221198,BCBS PPO,0.036,0
v5,"New Orleans-Metairie-Kenner, LA MSA",Cigna PPO,institutional,inpatient,978875,76.51,66.77,11,461,3222,981652,Cigna OAP,-0.003,0
v5,"New Orleans-Metairie-Kenner, LA MSA",Cigna PPO,institutional,outpatient,1919666,76.96,49.8,72,762,5047,1851085,Aetna Choice POS,0.037,0
v5,"New Orleans-Metairie-Kenner, LA MSA",Cigna PPO,professional,outpatient,2512248,76.8,69.08,5708,1315,443969,2261209,BCBS PPO,0.111,1
v5,"New Orleans-Metairie-Kenner, LA MSA",UHC POS,TOTAL,TOTAL,5598395,75.22,58.07,6601,1996,461530,5221198,BCBS PPO,0.072,0
v5,"New Orleans-Metairie-Kenner, LA MSA",UHC POS,institutional,inpatient,1190942,99.22,92.61,35,594,10280,981652,Cigna OAP,0.213,1
v5,"New Orleans-Metairie-Kenner, LA MSA",UHC POS,institutional,outpatient,1867936,69.7,32.16,56,512,5071,1851085,Aetna Choice POS,0.009,0
v5,"New Orleans-Metairie-Kenner, LA MSA",UHC POS,professional,outpatient,2539516,67.56,60.93,6537,1094,446179,2261209,BCBS PPO,0.123,1
v5,"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",Aetna Choice POS,TOTAL,TOTAL,7506509,96.91,78,123534,2572,3402927,7329714,Cigna OAP,0.024,0
v5,"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",Aetna Choice POS,institutional,inpatient,1706632,99.57,96.99,211,612,37650,1674357,Cigna OAP,0.019,0
v5,"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",Aetna Choice POS,institutional,outpatient,2464430,95.11,58.96,325,893,39547,2407340,Cigna OAP,0.024,0
v5,"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",Aetna Choice POS,professional,outpatient,3335447,96.84,82.35,123236,1533,3325730,3091351,BCBS PPO,0.079,0
v5,"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",Aetna Open Choice PPO,TOTAL,TOTAL,7524163,96.56,78.23,120708,2574,3261930,7329714,Cigna OAP,0.027,0
v5,"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",Aetna Open Choice PPO,institutional,inpatient,1706649,99.59,97.07,187,610,34862,1674357,Cigna OAP,0.019,0
v5,"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",Aetna Open Choice PPO,institutional,outpatient,2477881,94.16,59.86,311,909,37001,2407340,Cigna OAP,0.029,0
v5,"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",Aetna Open Choice PPO,professional,outpatient,3339633,96.74,82.24,120424,1529,3190067,3091351,BCBS PPO,0.08,0
v5,"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",BCBS PPO,TOTAL,TOTAL,7444662,0.03,80.9,110725,2904,4924205,7329714,Cigna OAP,0.016,0
v5,"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",BCBS PPO,institutional,inpatient,1838321,0.0,96.08,175,608,46930,1674357,Cigna OAP,0.098,0
v5,"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",BCBS PPO,institutional,outpatient,2514990,0.08,69.81,640,1182,47265,2407340,Cigna OAP,0.045,0
v5,"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",BCBS PPO,professional,outpatient,3091351,0.0,80.89,110432,1777,4830010,3091351,BCBS PPO,0,0
v5,"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",Cigna OAP,TOTAL,TOTAL,7329714,89.09,72.66,85041,2531,3024974,7329714,Cigna OAP,0,0
v5,"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",Cigna OAP,institutional,inpatient,1674357,99.21,97.17,195,606,41143,1674357,Cigna OAP,0,0
v5,"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",Cigna OAP,institutional,outpatient,2407340,86.95,57.42,527,1018,46862,2407340,Cigna OAP,0,0
v5,"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",Cigna OAP,professional,outpatient,3248017,85.26,71.32,84490,1312,2936969,3091351,BCBS PPO,0.051,0
v5,"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",Cigna PPO,TOTAL,TOTAL,7456281,90.61,74.95,87400,2539,3045787,7329714,Cigna OAP,0.017,0
v5,"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",Cigna PPO,institutional,inpatient,1795104,99.19,95.57,193,583,39630,1674357,Cigna OAP,0.072,0
v5,"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",Cigna PPO,institutional,outpatient,2403404,88.06,60.07,521,1065,47533,2407340,Cigna OAP,-0.002,0
v5,"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",Cigna PPO,professional,outpatient,3257773,87.59,74.56,86855,1331,2958624,3091351,BCBS PPO,0.054,0
v5,"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",Independence BC PA Personal Choice,TOTAL,TOTAL,7426331,0.0,1.68,25,138,258,7329714,Cigna OAP,0.013,0
v5,"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",Independence BC PA Personal Choice,institutional,inpatient,1903685,0.0,0.02,1,3,3,1674357,Cigna OAP,0.137,1
v5,"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",Independence BC PA Personal Choice,institutional,outpatient,2491581,0.0,4.46,3,107,187,2407340,Cigna OAP,0.035,0
v5,"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",Independence BC PA Personal Choice,professional,outpatient,3031066,0.0,0.44,22,28,68,3091351,BCBS PPO,-0.02,0
v5,"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",UHC POS,TOTAL,TOTAL,7374520,76.85,67.22,81178,2178,2911923,7329714,Cigna OAP,0.006,0
v5,"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",UHC POS,institutional,inpatient,1778508,99.36,96.73,262,597,30541,1674357,Cigna OAP,0.062,0
v5,"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",UHC POS,institutional,outpatient,2307181,76.65,56.4,595,833,40307,2407340,Cigna OAP,-0.042,0
v5,"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",UHC POS,professional,outpatient,3288830,64.3,58.85,80655,1057,2841075,3091351,BCBS PPO,0.064,0
v5,"Niles-Benton Harbor, MI MSA",Aetna Choice POS,TOTAL,TOTAL,5396348,41.68,33.53,850,1306,67992,5369623,BCBS PPO,0.005,0
v5,"Niles-Benton Harbor, MI MSA",Aetna Choice POS,institutional,inpatient,1289283,3.59,3.21,1,5,5,1289283,Aetna Choice POS,0,0
v5,"Niles-Benton Harbor, MI MSA",Aetna Choice POS,institutional,outpatient,1680410,0.37,0,0,0,0,1680410,Cigna OAP,0,0
v5,"Niles-Benton Harbor, MI MSA",Aetna Choice POS,professional,outpatient,2426656,91.39,72.86,850,1301,67987,2394297,BCBS PPO,0.014,0
v5,"Niles-Benton Harbor, MI MSA",Aetna Open Choice PPO,TOTAL,TOTAL,5397508,41.67,33.23,849,1292,67283,5369623,BCBS PPO,0.005,0
v5,"Niles-Benton Harbor, MI MSA",Aetna Open Choice PPO,institutional,inpatient,1289283,3.59,3.21,1,5,5,1289283,Aetna Choice POS,0,0
v5,"Niles-Benton Harbor, MI MSA",Aetna Open Choice PPO,institutional,outpatient,1680410,0.37,0,0,0,0,1680410,Cigna OAP,0,0
v5,"Niles-Benton Harbor, MI MSA",Aetna Open Choice PPO,professional,outpatient,2427815,91.36,72.16,849,1287,67278,2394297,BCBS PPO,0.014,0
v5,"Niles-Benton Harbor, MI MSA",BCBS PPO,TOTAL,TOTAL,5369623,0.0,43.42,895,1588,146753,5369623,BCBS PPO,0,0
v5,"Niles-Benton Harbor, MI MSA",BCBS PPO,institutional,inpatient,1294895,0.0,66.5,2,519,1040,1289283,Aetna Choice POS,0.004,0
v5,"Niles-Benton Harbor, MI MSA",BCBS PPO,institutional,outpatient,1680431,0.0,0.35,4,12,46,1680410,Cigna OAP,0,0
v5,"Niles-Benton Harbor, MI MSA",BCBS PPO,professional,outpatient,2394297,0.0,61.16,891,1060,145667,2394297,BCBS PPO,0,0
v5,"Niles-Benton Harbor, MI MSA",Cigna OAP,TOTAL,TOTAL,5377173,9.46,6.05,126,362,5360,5369623,BCBS PPO,0.001,0
v5,"Niles-Benton Harbor, MI MSA",Cigna OAP,institutional,inpatient,1291215,0.0,0,0,0,0,1289283,Aetna Choice POS,0.001,0
v5,"Niles-Benton Harbor, MI MSA",Cigna OAP,institutional,outpatient,1680410,0.1,0.09,5,2,5,1680410,Cigna OAP,0,0
v5,"Niles-Benton Harbor, MI MSA",Cigna OAP,professional,outpatient,2405549,21.29,13.47,122,361,5355,2394297,BCBS PPO,0.005,0
v5,"Niles-Benton Harbor, MI MSA",Cigna PPO,TOTAL,TOTAL,5382124,9.61,6.18,126,366,5365,5369623,BCBS PPO,0.002,0
v5,"Niles-Benton Harbor, MI MSA",Cigna PPO,institutional,inpatient,1291215,0.0,0,0,0,0,1289283,Aetna Choice POS,0.001,0
v5,"Niles-Benton Harbor, MI MSA",Cigna PPO,institutional,outpatient,1680410,0.1,0.09,5,2,5,1680410,Cigna OAP,0,0
v5,"Niles-Benton Harbor, MI MSA",Cigna PPO,professional,outpatient,2410499,21.61,13.73,122,365,5360,2394297,BCBS PPO,0.007,0
v5,"Niles-Benton Harbor, MI MSA",UHC POS,TOTAL,TOTAL,5358591,28.34,21.93,603,884,94477,5369623,BCBS PPO,-0.002,0
v5,"Niles-Benton Harbor, MI MSA",UHC POS,institutional,inpatient,1291215,0.0,0,0,0,0,1289283,Aetna Choice POS,0.001,0
v5,"Niles-Benton Harbor, MI MSA",UHC POS,institutional,outpatient,1680403,1.71,0.09,1,9,9,1680410,Cigna OAP,0,0
v5,"Niles-Benton Harbor, MI MSA",UHC POS,professional,outpatient,2386973,63.09,49.17,602,880,94468,2394297,BCBS PPO,-0.003,0
v5,"Norwich-New London, CT MSA",Aetna Choice POS,TOTAL,TOTAL,6906251,81.24,65.55,1977,2239,191892,6410039,BCBS PPO,0.077,0
v5,"Norwich-New London, CT MSA",Aetna Choice POS,institutional,inpatient,2016407,84.24,68.9,6,326,716,1645255,BCBS PPO,0.226,1
v5,"Norwich-New London, CT MSA",Aetna Choice POS,institutional,outpatient,2001949,58.34,33.21,3,643,945,1934400,Cigna OAP,0.035,0
v5,"Norwich-New London, CT MSA",Aetna Choice POS,professional,outpatient,2887896,94.92,85.63,1972,1646,190231,2744290,Cigna OAP,0.052,0
v5,"Norwich-New London, CT MSA",Aetna Open Choice PPO,TOTAL,TOTAL,6897065,81.02,65.39,1902,2232,180344,6410039,BCBS PPO,0.076,0
v5,"Norwich-New London, CT MSA",Aetna Open Choice PPO,institutional,inpatient,2016407,84.24,68.9,6,326,716,1645255,BCBS PPO,0.226,1
v5,"Norwich-New London, CT MSA",Aetna Open Choice PPO,institutional,outpatient,2001949,58.34,33.21,3,643,945,1934400,Cigna OAP,0.035,0
v5,"Norwich-New London, CT MSA",Aetna Open Choice PPO,professional,outpatient,2878710,94.44,85.31,1897,1635,178683,2744290,Cigna OAP,0.049,0
v5,"Norwich-New London, CT MSA",BCBS PPO,TOTAL,TOTAL,6410039,0.0,62.26,2068,2029,425218,6410039,BCBS PPO,0,0
v5,"Norwich-New London, CT MSA",BCBS PPO,institutional,inpatient,1645255,0.0,89.09,6,567,4428,1645255,BCBS PPO,0,0
v5,"Norwich-New London, CT MSA",BCBS PPO,institutional,outpatient,1987776,0.0,21.49,10,393,2262,1934400,Cigna OAP,0.028,0
v5,"Norwich-New London, CT MSA",BCBS PPO,professional,outpatient,2777009,0.0,75.55,2061,1318,418528,2744290,Cigna OAP,0.012,0
v5,"Norwich-New London, CT MSA",Cigna OAP,TOTAL,TOTAL,6490383,54.03,39.99,1438,1539,165876,6410039,BCBS PPO,0.013,0
v5,"Norwich-New London, CT MSA",Cigna OAP,institutional,inpatient,1811693,0.0,0,0,0,0,1645255,BCBS PPO,0.101,1
v5,"Norwich-New London, CT MSA",Cigna OAP,institutional,outpatient,1934400,71.21,33.07,20,466,1120,1934400,Cigna OAP,0,0
v5,"Norwich-New London, CT MSA",Cigna OAP,professional,outpatient,2744290,79.01,71.27,1419,1242,164756,2744290,Cigna OAP,0,0
v5,"Norwich-New London, CT MSA",Cigna PPO,TOTAL,TOTAL,6533832,54.3,40.3,1463,1541,164565,6410039,BCBS PPO,0.019,0
v5,"Norwich-New London, CT MSA",Cigna PPO,institutional,inpatient,1811693,0.0,0,0,0,0,1645255,BCBS PPO,0.101,1
v5,"Norwich-New London, CT MSA",Cigna PPO,institutional,outpatient,1971386,71.15,33.7,19,451,1054,1934400,Cigna OAP,0.019,0
v5,"Norwich-New London, CT MSA",Cigna PPO,professional,outpatient,2750752,79.41,71.58,1445,1251,163511,2744290,Cigna OAP,0.002,0
v5,"Norwich-New London, CT MSA",UHC POS,TOTAL,TOTAL,6590188,59.92,49.81,1013,1561,147329,6410039,BCBS PPO,0.028,0
v5,"Norwich-New London, CT MSA",UHC POS,institutional,inpatient,1741352,96.22,77.35,4,454,932,1645255,BCBS PPO,0.058,0
v5,"Norwich-New London, CT MSA",UHC POS,institutional,outpatient,1980904,14.05,10,4,30,48,1934400,Cigna OAP,0.024,0
v5,"Norwich-New London, CT MSA",UHC POS,professional,outpatient,2867932,68.69,60.58,1005,1083,146349,2744290,Cigna OAP,0.045,0
v5,OH NONMETROPOLITAN AREA,Aetna Choice POS,TOTAL,TOTAL,5762543,77.09,61.79,7816,2046,545828,5641173,Cigna OAP,0.022,0
v5,OH NONMETROPOLITAN AREA,Aetna Choice POS,institutional,inpatient,1173517,43.68,39.92,22,136,1099,1139132,Cigna OAP,0.03,0
v5,OH NONMETROPOLITAN AREA,Aetna Choice POS,institutional,outpatient,2060525,76.84,49.98,57,807,15271,2060525,Aetna Choice POS,0,0
v5,OH NONMETROPOLITAN AREA,Aetna Choice POS,professional,outpatient,2528500,93.46,81.57,7769,1529,529458,2395256,Cigna OAP,0.056,0
v5,OH NONMETROPOLITAN AREA,Aetna Open Choice PPO,TOTAL,TOTAL,5762893,77.05,61.85,7678,2037,534874,5641173,Cigna OAP,0.022,0
v5,OH NONMETROPOLITAN AREA,Aetna Open Choice PPO,institutional,inpatient,1173517,43.68,39.92,22,136,1099,1139132,Cigna OAP,0.03,0
v5,OH NONMETROPOLITAN AREA,Aetna Open Choice PPO,institutional,outpatient,2060525,76.84,49.98,57,807,15271,2060525,Aetna Choice POS,0,0
v5,OH NONMETROPOLITAN AREA,Aetna Open Choice PPO,professional,outpatient,2528850,93.36,81.69,7631,1521,518504,2395256,Cigna OAP,0.056,0
v5,OH NONMETROPOLITAN AREA,BCBS PPO,TOTAL,TOTAL,5822648,0.0,76.24,9812,2586,1773162,5641173,Cigna OAP,0.032,0
v5,OH NONMETROPOLITAN AREA,BCBS PPO,institutional,inpatient,1162926,0.0,89.06,64,551,28453,1139132,Cigna OAP,0.021,0
v5,OH NONMETROPOLITAN AREA,BCBS PPO,institutional,outpatient,2184962,0.0,68.06,971,1160,62274,2060525,Aetna Choice POS,0.06,0
v5,OH NONMETROPOLITAN AREA,BCBS PPO,professional,outpatient,2474759,0.0,77.45,9790,1481,1682435,2395256,Cigna OAP,0.033,0
v5,OH NONMETROPOLITAN AREA,Cigna OAP,TOTAL,TOTAL,5641173,64.93,55.61,5646,1849,557251,5641173,Cigna OAP,0,0
v5,OH NONMETROPOLITAN AREA,Cigna OAP,institutional,inpatient,1139132,45.65,43.18,14,166,1243,1139132,Cigna OAP,0,0
v5,OH NONMETROPOLITAN AREA,Cigna OAP,institutional,outpatient,2106785,64.77,49.92,120,766,7351,2060525,Aetna Choice POS,0.022,0
v5,OH NONMETROPOLITAN AREA,Cigna OAP,professional,outpatient,2395256,74.63,66.52,5549,1228,548657,2395256,Cigna OAP,0,0
v5,OH NONMETROPOLITAN AREA,Cigna PPO,TOTAL,TOTAL,5638139,65.23,55.71,5819,1841,558839,5641173,Cigna OAP,-0.001,0
v5,OH NONMETROPOLITAN AREA,Cigna PPO,institutional,inpatient,1139261,45.66,43.19,14,166,1243,1139132,Cigna OAP,0,0
v5,OH NONMETROPOLITAN AREA,Cigna PPO,institutional,outpatient,2091586,63.13,48.21,118,732,6115,2060525,Aetna Choice POS,0.015,0
v5,OH NONMETROPOLITAN AREA,Cigna PPO,professional,outpatient,2407293,76.73,68.14,5725,1244,551481,2395256,Cigna OAP,0.005,0
v5,OH NONMETROPOLITAN AREA,UHC POS,TOTAL,TOTAL,5836441,74.54,64.38,6220,2063,538794,5641173,Cigna OAP,0.035,0
v5,OH NONMETROPOLITAN AREA,UHC POS,institutional,inpatient,1204555,98.83,87.99,29,531,6413,1139132,Cigna OAP,0.057,0
